date,,timestamp,open,high,low,close,volume,test,date,time,vwap
2021-04-15,191,2021-04-15 12:40:00+05:30,735.7,736.6,735.0,736.6,89505,0,2021-04-15,12:40:00+05:30,737.6459965322772
2021-04-15,192,2021-04-15 12:45:00+05:30,736.8,737.55,736.0,736.85,163780,0,2021-04-15,12:45:00+05:30,737.6374554086252
2021-04-15,193,2021-04-15 12:50:00+05:30,736.7,737.0,735.0,736.3,95564,0,2021-04-15,12:50:00+05:30,737.6291338247145
2021-04-15,194,2021-04-15 12:55:00+05:30,736.3,737.4,735.5,736.5,109827,0,2021-04-15,12:55:00+05:30,737.621117182612
2021-04-15,195,2021-04-15 13:00:00+05:30,736.4,739.95,735.15,738.4,374988,0,2021-04-15,13:00:00+05:30,737.6395514201895
2021-04-15,196,2021-04-15 13:05:00+05:30,738.4,739.0,734.75,735.0,264291,0,2021-04-15,13:05:00+05:30,737.5962438770592
2021-04-15,197,2021-04-15 13:10:00+05:30,735.1,736.5,735.1,736.0,100606,0,2021-04-15,13:10:00+05:30,737.5863362380792
2021-04-15,198,2021-04-15 13:15:00+05:30,736.0,736.9,733.75,734.8,158376,0,2021-04-15,13:15:00+05:30,737.559374550551
2021-04-15,199,2021-04-15 13:20:00+05:30,734.8,736.5,733.15,733.5,153585,0,2021-04-15,13:20:00+05:30,737.5216368157818
2021-04-15,200,2021-04-15 13:25:00+05:30,733.15,736.2,732.2,735.3,192075,0,2021-04-15,13:25:00+05:30,737.4961044106375
2021-04-15,201,2021-04-15 13:30:00+05:30,735.3,736.2,734.3,735.8,74176,0,2021-04-15,13:30:00+05:30,737.4886099466913
2021-04-15,202,2021-04-15 13:35:00+05:30,735.95,737.5,735.05,737.45,131817,0,2021-04-15,13:35:00+05:30,737.4883091324991
2021-04-15,203,2021-04-15 13:40:00+05:30,737.2,740.0,737.2,738.5,378511,0,2021-04-15,13:40:00+05:30,737.5104474725651
2021-04-15,204,2021-04-15 13:45:00+05:30,739.0,741.8,738.75,740.5,432322,0,2021-04-15,13:45:00+05:30,737.5833447247395
2021-04-15,205,2021-04-15 13:50:00+05:30,740.6,744.9,740.35,744.8,535925,0,2021-04-15,13:50:00+05:30,737.7950854951081
2021-04-15,206,2021-04-15 13:55:00+05:30,744.7,745.05,739.4,740.85,451053,0,2021-04-15,13:55:00+05:30,737.8687056860077
2021-04-15,207,2021-04-15 14:00:00+05:30,740.5,742.5,740.35,742.2,150246,0,2021-04-15,14:00:00+05:30,737.9031977031389
2021-04-15,208,2021-04-15 14:05:00+05:30,742.15,744.4,741.0,743.5,262673,0,2021-04-15,14:05:00+05:30,737.9800485524113
2021-04-15,209,2021-04-15 14:10:00+05:30,743.2,743.95,741.2,742.2,179597,0,2021-04-15,14:10:00+05:30,738.019298717391
2021-04-15,210,2021-04-15 14:15:00+05:30,742.55,743.65,741.0,742.2,172988,0,2021-04-15,14:15:00+05:30,738.0564203123239
2021-04-15,211,2021-04-15 14:20:00+05:30,742.25,743.0,737.75,739.05,330344,0,2021-04-15,14:20:00+05:30,738.0729867221643
2021-04-15,212,2021-04-15 14:25:00+05:30,739.0,743.45,737.5,743.0,388651,0,2021-04-15,14:25:00+05:30,738.1677774784561
2021-04-15,213,2021-04-15 14:30:00+05:30,742.8,747.0,742.75,746.45,709778,0,2021-04-15,14:30:00+05:30,738.4488994115299
2021-04-15,214,2021-04-15 14:35:00+05:30,746.6,746.7,743.4,745.1,415921,0,2021-04-15,14:35:00+05:30,738.5786102617933
2021-04-15,215,2021-04-15 14:40:00+05:30,745.25,751.4,744.85,751.25,787003,0,2021-04-15,14:40:00+05:30,739.0295670432728
2021-04-15,216,2021-04-15 14:45:00+05:30,751.25,754.4,749.1,750.45,892415,0,2021-04-15,14:45:00+05:30,739.4725652922367
2021-04-15,217,2021-04-15 14:50:00+05:30,750.6,750.65,746.1,748.45,444286,0,2021-04-15,14:50:00+05:30,739.6426481538657
2021-04-15,218,2021-04-15 14:55:00+05:30,748.45,751.85,748.05,751.35,286656,0,2021-04-15,14:55:00+05:30,739.7840284306424
2021-04-15,219,2021-04-15 15:00:00+05:30,751.2,753.0,749.65,751.9,403159,0,2021-04-15,15:00:00+05:30,739.9863720496338
2021-04-15,220,2021-04-15 15:05:00+05:30,751.95,752.5,749.8,751.75,359492,0,2021-04-15,15:05:00+05:30,740.1589819573749
2021-04-15,221,2021-04-15 15:10:00+05:30,751.65,751.65,750.3,750.9,263363,0,2021-04-15,15:10:00+05:30,740.2732150312015
2021-04-15,222,2021-04-15 15:15:00+05:30,750.7,751.0,748.65,750.1,572292,0,2021-04-15,15:15:00+05:30,740.4951870555018
2021-04-15,223,2021-04-15 15:20:00+05:30,750.1,751.4,748.9,749.9,472984,0,2021-04-15,15:20:00+05:30,740.6675455680104
2021-04-15,224,2021-04-15 15:25:00+05:30,749.9,749.9,747.0,747.0,213101,0,2021-04-15,15:25:00+05:30,740.7194043659848
2021-04-16,225,2021-04-16 09:15:00+05:30,750.9,755.6,745.1,749.4,1097385,0,2021-04-16,09:15:00+05:30,749.4
2021-04-16,226,2021-04-16 09:20:00+05:30,749.7,750.5,743.0,747.0,529936,0,2021-04-16,09:20:00+05:30,748.618441598185
2021-04-16,227,2021-04-16 09:25:00+05:30,747.0,752.3,745.3,752.2,408399,0,2021-04-16,09:25:00+05:30,749.3369612716876
2021-04-16,228,2021-04-16 09:30:00+05:30,752.0,754.9,751.25,752.45,565656,0,2021-04-16,09:30:00+05:30,750.013875733458
2021-04-16,229,2021-04-16 09:35:00+05:30,752.65,752.85,748.0,751.95,379336,0,2021-04-16,09:35:00+05:30,750.260273786934
2021-04-16,230,2021-04-16 09:40:00+05:30,751.95,751.95,748.45,750.7,223690,0,2021-04-16,09:40:00+05:30,750.2909697971727
2021-04-16,231,2021-04-16 09:45:00+05:30,750.7,758.8,750.35,758.8,841362,0,2021-04-16,09:45:00+05:30,752.0605180628429
2021-04-16,232,2021-04-16 09:50:00+05:30,758.85,766.4,758.5,764.0,1501807,0,2021-04-16,09:50:00+05:30,755.2927069883377
2021-04-16,233,2021-04-16 09:55:00+05:30,764.2,771.6,764.05,771.2,1261070,0,2021-04-16,09:55:00+05:30,758.2389939196382
2021-04-16,234,2021-04-16 10:00:00+05:30,770.7,774.95,765.4,765.7,1333414,0,2021-04-16,10:00:00+05:30,759.4608734035817
2021-04-16,235,2021-04-16 10:05:00+05:30,766.0,774.3,765.65,772.95,887373,0,2021-04-16,10:05:00+05:30,760.786526228461
2021-04-16,236,2021-04-16 10:10:00+05:30,772.95,781.3,770.35,781.1,1783552,0,2021-04-16,10:10:00+05:30,764.1371415789172
2021-04-16,237,2021-04-16 10:15:00+05:30,780.8,782.4,779.35,781.55,693623,0,2021-04-16,10:15:00+05:30,765.1867962073602
